headline,happs_score
Holocaust Survivors in Poland Find Restitution Claims ‘Like a Carousel’,5.174285714285714
"North Korea Detains Another American, State Agency Says",5.3133333333333335
Angela Merkel’s Party Wins Unexpectedly in German State Elections,5.936666666666667
"To Freeze Syria War, Russia Proposes Setting Up ‘De-escalation Zones’",5.144
Islamic State Attack Kills Dozens Near Syria Refugee Camp,4.545714285714285
"In ‘Brexit’ Talks, U.K. and E.U. Are Said to Be Miles Apart",5.0925
"In Palestinian Power Struggle, Hamas Moderates Talk on Israel",5.533333333333334
Let’s Talk About Australia,5.873333333333334
State Department Wants to Clear Nikki Haley’s Remarks Before She Speaks,5.448888888888889
U.S. Antimissile System in South Korea Is Said to Be Nearly Operational,5.42
Website With Qaeda Ties Publishes Claim on St. Petersburg Bombing,5.036666666666666
North Korea Is Said to Detain Another U.S. Citizen,5.359999999999999
"U.S. Raid Killed a ‘Close Associate’ of Islamic State Leader, Military Says",4.534285714285715
"Aircraft Carrier Wasn’t Sailing to Deter North Korea, as U.S. Suggested",5.637142857142857
Erdogan Claims Vast Powers in Turkey After Narrow Victory in Referendum,5.753333333333334
"Egypt Declares State of Emergency, as Attacks Undercut Promise of Security",5.2975
Hindu Group Claims Christians Tried Forced Conversions in India,5.36375
Are You a Turk Living Elsewhere in Europe? Talk to Us About the Referendum,5.556363636363637
Trump Recycles Overstated Campaign Claims About China and Trade,5.331428571428572
Duterte Orders Military to Parts of South China Sea Claimed by Philippines,5.306
St. Petersburg Bomber Said to Be Man From Kyrgyzstan; Death Toll Rises,4.87
Iranian-American Held in Iran Since July Is Said to Be Freed on Bail,5.2290909090909095
Beating of Asylum Seeker in London Is Said to Be Hate Crime,4.522
"2 Sue Trump and U.S. Officials, Claiming They Are on ‘Kill List’",5.193333333333333
Indian State Is Expanding Penalty for Killing a Cow to Life in Prison,4.855384615384615
"On State TV, Chinese Forces Storm a Compound a Lot Like Bin Laden’s",5.34909090909091
Angela Merkel’s Re-election Bid Is Buoyed by Widely Watched State Election,5.215
U.S. Investigating Mosul Strikes Said to Have Killed Up to 200 Civilians,4.817777777777778
Trump Expected to Pick John Sullivan as No. 2 at State Dept.,5.271111111111111
"As Mexican State Limits Surrogacy, Global System Is Further Strained",5.23
"Hours Before He Died, a Putin Critic Said He Was a Target",5.034
U.S. Airstrike in Syria Is Said to Kill Dozens of Civilians,4.86
Basque Separatist Group ETA Is Said to Promise to Disarm,5.603333333333333
Trump Offers No Apology for Claim on British Spying,5.268571428571429
China Pushes Legal Overhaul That Would Bolster State Power,5.476666666666667
"Narendra Modi’s B.J.P. Party Wins Big in Uttar Pradesh, India’s Largest State",6.3933333333333335
What Happens When You Fight a ‘Deep State’ That Doesn’t Exist,4.9975000000000005
Jon Huntsman Is Said to Accept Post as Ambassador to Russia,5.402
"As Leaders Argue, South Korea Finds China Is No Longer an Easy Sell",5.405
Officials in U.S. and India Condemn Shooting of Sikh Man in Washington State,5.208
"Indian State Says It’ll Require Study of Sanskrit, Raising Eyebrows",5.511428571428572
State Dept. Official Praises Mexican Efforts in War on Drugs,4.6475
"Kim Jong-nam Died of Heart Failure, North Korea Suggests",5.0685714285714285
Is China Pushing Trump to Talk to North Korea?,5.195
Trump Talk of Terror Listing for Muslim Brotherhood Alarms Some Arab Allies,4.93
"As Leaks Multiply, Fears of a ‘Deep State’ in America",5.056666666666667
"Is 2-State Solution Dead? In Israel, a Debate Over What’s Next",5.448571428571428
U.N. Envoy Says U.S. Still Backs Palestinian State,5.132
"Trump, Meeting With Netanyahu, Backs Away From Palestinian State",5.117142857142857
Palestinians Dismayed as U.S. Appears to Back Off Two-State Solution,5.202857142857143
Modi Faces ‘Disappointed’ Voters in India’s Most Populous State,5.756
North Korea Claims Progress on Long-Range Goal With Missile Test,5.382222222222222
NATO Checking Claim that U.S. Airstrikes Killed 22 Afghan Civilians,4.573333333333333
Trump and Abe to Talk: Why They Are Meeting and What They’ll Discuss,5.2700000000000005
"Putin Critic, Who Said He Was Poisoned in 2015, Falls Into Coma",4.942857142857143
ISIS Redoubt in Northern Syria Is Said to Be Nearly Encircled,5.314285714285715
E.U. Vows to Slow Migration on Sea Route That Claimed Thousands of Lives,5.461818181818182
Trump’s Harsh Talk With Malcolm Turnbull of Australia Strains Another Alliance,5.674285714285714
"State Dept. Dissent Cable on Trump’s Ban Draws 1,000 Signatures",5.064
Pakistani Taliban Claim Deadly Market Bombing,4.15
Iraqi Forces Take Eastern Mosul From Islamic State,4.885714285714286
World Leaders Push Israel and Trump to Forge a 2-State Deal,5.408888888888889
Yellow Fever Outbreak in Brazil Prompts a State of Emergency,4.8375
A Voice for Indigenous Canadians Defends His Claim to Be One,5.3774999999999995
Chinese State Media Denounce Rex Tillerson’s Call to Block Island Access,5.4925
"Morocco Said to Ban Sale of Burqas, Citing Security Concerns",4.9275
"Talking to In-laws Can Be Hard. In Some Languages, It’s Impossible.",5.543333333333333
"Chinese City Official Shoots 2 Others and Kills Himself, State Media Says",5.02
"Enough With the Tweets, China’s State Media Tells Trump",5.382857142857143
"Coal Fire, Not Just Iceberg, Doomed the Titanic, a Journalist Claims",5.008571428571429
ISIS Claims Responsibility for Istanbul Nightclub Attack,4.52
"ISIS Claims 2 Bombings in Baghdad, While Fighting to Hold On to Mosul",4.915
The State of the War in Syria,4.58
The Two-State Solution: What It Is and Why It Hasn’t Happened,5.0275
Israel Wonders How Long Netanyahu Can Back Settlements and Two-State Solution,5.48
"‘Worst Annual Death Toll Ever’: Mediterranean Claims 5,000 Migrants",3.9
"1916: Peace May Be Near, President Wilson Suggests",6.0
Turkey Assassination Suggests Erdogan’s Loyalty Problem Is Lingering,5.4079999999999995
ISIS Is Said to Claim Responsibility for Deadly Attack in Jordan,4.792
Germany Releases Berlin Attack Suspect as ISIS Claims Involvement,4.7875
Cache of Weapons Suggests Gunmen in Jordan Were Planning Multiple Attacks,4.793333333333333
"Chinese Activist, Missing for Weeks, Is Said to Be in Custody",4.9911111111111115
"David Friedman, Choice for Envoy to Israel, Is Hostile to Two-State Efforts",5.09
China Suggests It Has Placed Weapons on Disputed Spratly Islands in South China Sea,5.426666666666667
"For China’s State Media, Trump Victory Can’t Cure ‘American Disease’",6.184
ISIS Claims Responsibility for Egypt Church Bombing and Warns of More to Come,5.167272727272728
"Recreational Marijuana? Yes, but Tightly Regulated, Canadian Panel Suggests",5.325
Kurdish Militant Group Claims Responsibility for Deadly Istanbul Bombing,4.453333333333333
Canada’s $7 Billion Dam Tests the Limits of State Power,5.32
Hundreds of U.K. Police Officers Said to Have Sexually Abused Vulnerable People,4.797
"Claims Against South Korean President: Extortion, Abuse of Power and Bribery",4.81
E.U. Leaders Talk Tough on ‘Brexit’ and Warn That Time Is Short,5.127
Mahmoud Abbas Proposes Palestinian Unity Government With Hamas,5.475
"3 Chinese Rights Activists Vanish, Apparently in State Crackdown",5.688000000000001
"As Wildfires Rage, Israel Suggests Arson and Asks for Foreign Help",5.39
U.N.’s Syria Envoy Suggests Donald Trump Has Limited Window to Work With Russia,5.34
"Islamic State Again Strikes at Afghan Shiites, Killing at Least 30 in Kabul",4.486666666666667
Myanmar Urged by U.N. Expert to Let Aid Flow to Rakhine State,5.384444444444444
"Silenced for Decades, ‘Victims of Despotism’ Air Torture Claims in Tunisia",4.793333333333333
Nepal Is Said to Detain 41 Tibetans Traveling to India,5.62
Afghan Bodyguards Targeted in Bombing Claimed by ISIS Affiliates,4.53
"Israel’s Right, Cheering Donald Trump’s Win, Renews Calls to Abandon 2-State Solution",5.68
"Putin and Trump Talk on Phone and Agree to Improve Ties, Kremlin Says",5.720000000000001
"Tajik Police Commander, Trained in U.S., Appears to Rise in Islamic State Ranks",5.382
Australia’s Proposed Lifetime Ban on Boat-Borne Refugees Draws Fire,4.822857142857143
Unrest in Kashmir Claims New Casualties: Schools,5.755
"Militants Bomb Kenya Hotel, Killing 12; Shabab Claim Responsibility",3.6399999999999997
"Faulting Term Limit, South Korean Leader Proposes Revising Constitution",5.840000000000001
"As New Ukraine Talks Begin, What Is the State of Europe’s Only Active War?",5.478
Siberian Town Stakes a Claim as Humanity’s Cradle,5.446666666666666
Xi Jinping Reminds China’s State Companies of Who’s the Boss,4.997142857142857
"Violence Mounts in Restive Myanmar State, Leaving a Dozen Dead",3.94
Refugee’s Capture in Germany Is Said to Thwart Terrorist Attack,4.36
Tough Talk but Little Action From Lieberman as Israel’s Defense Minister,5.066666666666666
Ethiopia Declares State of Emergency After Violent Protests,4.11
